food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
tapioca pearls,544,0.093,0.075,0.088,0.057,134.8,5.1,0.3,1.4,0.0,0.077,16.7,0.0,0.016,0.001,0.0,0.0,0.0,0.2,0.091,0.0,0.0,0.0,0.0,30.4,0.021,2.4,1.5,0.2,10.6,16.7,0.007,0.2,169.318
egg boiled,93,6.4,2.0,2.4,0.8,0.7,0.7,7.5,0.0,223.8,0.042,44.8,0.04,0.069,0.072,0.015,0.3,0.038,0.8,0.056,0.0,0.019,0.6,0.069,30.0,0.009,0.7,6.0,0.004,103.2,75.6,0.062,0.6,45.338
millet flour,444,5.1,0.6,1.1,3.1,86.9,2.0,12.8,4.2,0.0,0.056,12.8,0.0,0.5,0.032,0.0,0.01,7.2,1.5,0.4,0.0,0.0,0.1,0.037,16.7,0.6,4.7,141.6,1.2,339.2,266.6,0.028,3.1,130.4
corn flour white,414,4.2,0.6,1.1,2.0,87.3,1.8,9.6,7.3,0.0,0.036,11.2,0.0,0.3,0.078,0.0,0.1,1.9,0.2,0.5,0.0,0.0,0.1,0.0,157.3,0.2,1.7,106.0,0.5,263.3,298.7,0.072,2.1,267.4
cornmeal white,581,2.7,0.3,0.5,1.0,124.7,2.5,11.2,6.1,0.0,0.094,17.6,0.0,0.2,0.089,0.0,0.016,1.6,0.4,0.3,0.0,0.0,0.2,0.0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.03,1.0,151.1
corn flour yellow,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0.0,0.04,12.8,0.0,0.3,0.04,0.0,0.036,2.2,0.8,0.4,0.0,0.0,0.5,0.006,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.012,2.0,122.0
corn flour whole grain,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0.0,0.033,12.8,0.0,0.3,0.021,0.0,0.035,2.2,0.8,0.4,0.0,0.0,0.5,0.071,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.045,2.0,122.0
rice flour white,578,2.2,0.6,0.7,0.6,126.6,0.2,9.4,3.8,0.0,0.0,18.8,0.0,0.2,0.058,0.0,0.014,4.1,1.3,0.7,0.0,0.0,0.2,0.0,15.8,0.2,0.6,55.3,1.9,154.8,120.1,0.062,1.3,158.4
potato flour,571,0.5,0.1,0.063,0.2,133.0,5.6,11.0,9.4,0.0,0.042,10.4,0.0,0.0,0.4,0.043,0.0,0.06,5.6,0.8,1.2,6.1,0.0,0.4,0.0,104.0,0.3,2.2,104.0,0.5,268.8,1601.6,0.031,155.4
cornmeal yellow,581,2.7,0.3,0.5,1.0,124.7,2.5,11.2,6.1,0.0,0.011,17.6,0.0,0.2,0.072,0.0,0.085,1.6,0.4,0.3,0.0,0.0,0.2,0.0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.069,1.0,151.1
rye flour,364,1.4,0.2,0.2,0.6,78.2,0.9,10.0,8.2,0.0,0.061,11.6,0.0,0.3,0.047,0.0,0.068,0.8,0.7,0.2,0.0,0.0,0.8,0.079,13.3,0.2,0.9,32.6,1.2,132.6,228.5,0.07,1.4,112.0
wheat flour,455,1.2,0.2,0.1,0.5,95.4,0.3,12.9,3.4,0.0,0.061,14.9,0.0,1.0,0.2,0.0,0.6,7.4,0.5,0.001,0.0,0.0,0.095,0.051,18.8,0.2,5.8,27.5,0.9,135.0,133.8,0.023,0.9,137.5
carob flour,13,0.061,0.041,0.088,0.052,5.3,2.9,0.3,2.4,0.0,0.033,0.2,0.0,0.09,0.007,0.0,0.079,0.1,0.038,0.029,0.088,0.0,0.046,0.0,20.9,0.088,0.2,3.2,0.019,4.7,49.6,0.087,0.087,29.18
apple strudel,195,8.0,1.5,2.3,3.8,29.2,18.3,2.3,1.6,4.3,0.02,30.9,0.011,0.087,0.082,0.009,0.016,0.2,0.2,0.031,1.2,0.0,1.0,0.002,10.7,0.092,0.3,6.4,0.1,23.4,105.8,0.034,0.1,53.359
chocolate snack cake,200,8.0,2.4,4.3,0.9,30.2,18.9,1.8,1.6,0.0,0.2,9.3,0.001,0.051,0.079,0.011,0.013,0.5,0.067,0.068,1.0,0.0,0.5,0.08,58.0,0.2,1.8,18.0,0.2,43.5,88.0,0.006,0.5,102.459
fruit fried pie,404,20.6,3.1,9.5,6.9,54.5,27.4,3.8,3.3,0.0,0.4,48.1,0.065,0.2,0.046,0.074,0.1,1.8,0.1,0.019,1.7,0.0,2.2,0.035,28.2,0.094,1.6,12.8,0.3,55.0,83.2,0.094,0.3,113.776
corn cake,35,0.2,0.019,0.032,0.098,7.5,2.1,0.7,0.2,0.0,0.01,0.4,0.013,0.057,0.084,0.0,0.084,0.5,0.023,0.074,0.0,0.0,0.0,0.0,1.7,0.04,0.1,10.3,0.2,14.1,14.1,0.082,0.2,10.437
sponge snack cake,157,4.8,1.7,2.1,0.8,26.9,15.7,1.5,0.4,17.2,0.2,8.2,0.095,0.091,0.096,0.034,0.022,0.7,0.06,0.0,0.089,0.098,0.3,0.011,10.1,0.06,0.6,3.4,0.1,77.7,29.8,0.029,0.3,44.404
danish pastry with nuts,280,16.4,3.8,8.9,2.8,29.7,16.8,4.6,1.3,29.9,0.2,13.3,0.054,0.1,0.091,0.088,0.2,1.5,0.5,0.062,1.1,0.0,0.5,0.018,61.1,0.1,1.2,20.8,0.5,71.5,61.8,0.062,0.6,115.451
cheesecake,257,18.0,7.9,6.9,1.3,20.4,17.4,4.4,0.3,44.0,0.4,36.5,0.1,0.061,0.011,0.03,0.2,0.2,0.5,0.1,0.3,0.078,0.4,0.093,40.8,0.039,0.5,8.8,0.1,74.4,72.0,0.079,0.4,84.8
fruitcake,139,3.9,0.5,1.8,1.4,26.5,11.8,1.2,1.6,2.2,0.013,10.9,0.06,0.004,0.063,0.0,0.063,0.3,0.015,0.008,0.2,0.0,0.4,0.032,14.2,0.082,0.9,6.9,0.067,22.4,65.8,0.033,0.1,48.507
egg custard,293,12.9,6.1,3.9,1.2,31.0,31.0,14.2,0.0,236.9,0.2,222.4,0.1,0.1,0.025,0.081,0.7,0.3,1.6,0.1,0.0,0.0,0.6,0.097,301.7,0.031,1.0,31.0,0.07,318.7,417.4,0.016,1.5,360.9
mince pie,477,17.8,4.4,7.7,4.7,79.2,46.7,4.3,4.3,0.0,0.4,61.7,0.0,0.2,0.074,0.0,0.2,2.0,0.2,0.1,9.7,0.0,0.2,0.071,36.3,0.2,2.5,23.1,0.4,69.3,335.0,0.099,0.4,154.1
white cake with coconut frosting,399,11.5,4.4,4.1,2.4,70.8,64.3,4.9,1.1,1.1,0.3,23.2,0.015,0.1,0.058,0.091,0.2,1.2,0.2,0.026,0.1,0.047,0.1,0.019,100.8,0.031,1.3,13.4,0.3,78.4,110.9,0.093,0.4,190.574
pie crust,121,8.0,2.0,3.5,2.1,10.9,0.045,1.5,0.4,0.0,0.1,2.3,0.0,0.004,0.004,0.0,0.088,0.8,0.048,0.075,0.0,0.0,0.033,0.038,2.3,0.079,0.7,3.2,0.061,15.4,15.4,0.096,0.1,23.8
vanilla cream pie,350,18.1,5.1,7.6,4.3,41.1,16.0,6.0,0.8,78.1,0.3,59.2,0.1,0.2,0.064,0.086,0.3,1.2,0.5,0.006,0.6,0.076,0.6,0.01,113.4,0.018,1.3,16.4,0.2,131.0,158.8,0.024,0.7,181.4
peach pie,262,11.7,1.8,5.0,4.4,38.5,19.0,2.2,0.9,0.0,0.3,63.6,0.06,0.025,0.089,0.0,0.082,0.2,0.1,0.047,1.1,0.0,1.1,0.023,9.4,0.082,0.6,7.0,0.2,25.7,146.3,0.025,0.1,64.447
pound cake bread,215,9.6,1.7,2.4,5.2,28.2,10.0,3.9,0.9,0.0,0.2,12.3,0.0,0.041,0.0,0.0,0.028,2.6,0.3,0.08,0.0,0.0,0.8,0.0,25.3,0.077,1.2,10.5,0.1,165.0,115.5,0.02,0.3,69.1
white cake,264,9.2,2.4,3.9,2.3,42.3,26.3,4.0,0.6,1.5,0.2,17.2,0.043,0.1,0.037,0.07,0.2,1.1,0.1,0.02,0.1,0.0,0.073,0.04,96.2,0.003,1.1,8.9,0.1,68.8,70.3,0.033,0.2,153.59
popcorn cake,38,0.3,0.074,0.06,0.1,8.0,0.001,1.0,0.3,0.0,0.05,0.5,0.0,0.079,0.068,0.0,0.06,0.6,0.002,0.076,0.0,0.0,0.073,0.005,0.9,0.067,0.2,15.9,0.037,27.7,32.7,0.079,0.4,10.7
baked apple pie mcdonalds,91,4.4,1.1,2.6,0.3,12.3,4.9,0.9,0.6,0.0,0.076,10.5,0.0,0.093,0.053,0.0,0.045,0.7,0.036,0.027,9.1,0.0,0.5,0.0,5.4,0.03,0.6,2.0,0.071,10.2,17.8,0.0,0.0,33.3
dutch apple pie,397,15.8,3.2,7.9,2.9,61.0,30.2,3.0,2.2,0.0,0.3,56.3,0.008,0.3,0.033,0.0,0.07,1.5,0.1,0.0,7.8,0.0,1.3,0.071,19.2,0.2,1.2,11.0,0.3,39.7,104.1,0.038,0.3,110.281
marshmallow,64,0.033,0.045,0.035,0.06,16.3,11.5,0.4,0.013,0.0,0.039,3.3,0.0,0.015,0.011,0.0,0.028,0.038,0.014,0.062,0.0,0.0,0.0,0.0,0.6,0.002,0.038,0.4,0.003,1.6,1.0,0.009,0.06,17.445
toffee,67,3.9,2.5,1.1,0.1,7.8,7.6,0.1,0.0,12.5,0.044,0.04,0.033,0.074,0.059,0.021,0.076,0.001,0.098,0.044,0.099,0.079,0.0,0.1,0.097,4.1,0.092,0.094,0.5,0.082,3.8,6.1,0.031,12.023
vanilla fudge with nuts,123,3.9,1.1,0.7,1.9,21.1,20.1,0.8,0.3,3.7,0.075,2.3,0.064,0.079,0.012,0.018,0.077,0.042,0.046,0.041,0.074,0.0,0.087,0.056,13.3,0.012,0.1,6.8,0.1,20.7,29.1,0.016,0.2,39.577
peanuts chocolate coated,21,1.3,0.6,0.5,0.2,2.0,1.5,0.5,0.2,0.4,0.063,0.008,0.09,0.023,0.014,0.019,0.078,0.2,0.027,0.026,0.0,0.0,0.001,0.054,4.2,0.067,0.037,3.8,0.042,8.5,20.1,0.005,0.1,8.305
caramel with nuts chocolate coated,66,2.9,0.7,1.3,0.8,8.5,5.8,1.3,0.6,0.0,0.041,0.9,0.028,0.067,0.066,0.0,0.004,0.7,0.0,0.05,0.2,0.0,0.2,0.024,10.9,0.05,0.2,11.3,0.0,23.2,62.3,0.094,0.3,24.683
rolo nestle,24,1.0,0.6,3.4,2.9,0.2,0.078,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234
vanilla fudge,108,1.5,1.0,0.4,0.084,23.2,22.6,0.3,0.0,4.2,0.04,3.1,0.063,0.013,0.056,0.076,0.012,0.093,0.015,0.095,0.0,0.0,0.067,0.026,10.8,0.036,0.036,0.8,0.045,8.5,13.9,0.004,0.089,35.944
praline,189,10.1,0.9,5.7,3.0,23.2,21.8,1.3,1.4,0.0,0.016,4.0,0.0,0.066,0.096,0.0,0.071,0.2,0.1,0.021,0.1,0.0,0.2,0.033,16.8,0.2,0.5,19.1,0.7,40.6,84.6,0.021,0.7,53.4
fruit juice bar,67,0.089,0.0,0.0,0.026,15.6,13.5,0.9,0.8,0.0,0.011,60.3,0.0,0.022,0.032,0.0,0.055,0.1,0.099,0.094,7.3,0.0,0.0,0.092,3.9,0.0,0.1,3.1,0.1,4.6,40.8,0.007,0.068,28.671
peanut brittle,138,5.4,1.2,2.3,1.3,20.2,14.5,2.1,0.7,3.4,0.1,0.2,0.051,0.015,0.046,0.0,0.098,0.7,0.1,0.029,0.0,0.0,0.7,0.06,7.6,0.086,0.3,11.9,0.2,30.0,47.5,0.037,0.2,36.343
butterscotch,21,0.2,0.1,0.07,0.076,4.8,4.3,0.079,0.0,0.5,0.039,0.3,0.076,0.008,0.0,0.0,0.087,0.093,0.075,0.0,0.0,0.0,0.059,0.092,0.2,0.062,0.02,0.0,0.076,0.04,0.2,0.011,0.001,5.351
chocolate coffee beans,155,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,0.7,0.049,0.007,0.016,0.063,0.011,0.052,0.1,0.002,0.0,0.0,0.1,0.04,47.8,0.1,0.6,18.1,0.2,53.2,116.9,0.056,0.6,77.127
nougat with almonds,56,0.2,0.2,0.0,0.0,12.9,11.7,0.5,0.5,0.0,0.061,0.3,0.0,0.058,0.044,0.0,0.045,0.083,0.044,0.001,0.096,0.0,0.4,0.0,4.5,0.051,0.082,4.5,0.043,7.7,14.7,0.062,0.051,18.658
carob,135,7.8,7.3,0.1,0.028,14.1,8.5,2.0,1.0,0.3,0.015,0.4,0.0,0.0,0.02,0.087,0.086,0.027,0.3,0.2,0.007,0.1,0.0,0.4,0.051,75.8,0.011,0.3,9.0,0.059,31.5,158.3,0.087,25.013
peanut butter fudge,62,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,1.7,0.081,0.064,0.09,0.095,0.07,0.2,0.028,0.052,0.0,0.0,0.2,0.068,6.7,0.016,0.072,3.2,0.077,10.9,19.0,0.007,0.021,21.055
sugar coated almonds,17,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0.0,0.021,0.094,0.0,0.08,0.033,0.0,0.098,0.046,0.029,0.092,0.0,0.0,0.4,0.0,3.5,0.073,0.061,4.8,0.091,5.8,8.9,0.009,0.085,6.936
chocolate coated marshmallow,118,4.7,1.3,2.6,0.5,19.0,12.5,1.1,0.6,0.0,0.002,2.8,0.043,0.07,0.002,0.098,0.027,0.2,0.1,0.087,0.093,0.0,0.022,0.03,12.9,0.013,0.7,10.1,0.061,27.2,51.0,0.076,0.2,39.096
raisins chocolate coated,390,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3.0,0.021,11.2,0.059,0.018,0.016,0.066,0.2,0.4,0.3,0.08,0.2,0.0,0.3,0.054,86.0,0.4,1.7,45.0,0.4,143.0,514.0,0.053,1.3,178.329
chewing gum,11,0.032,0.058,0.06,0.015,2.9,2.0,0.0,0.012,0.0,0.083,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.045,0.0,2.973
chocolate syrup,109,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1.0,0.0,0.061,12.1,0.0,0.055,0.096,0.0,0.099,0.1,0.096,0.089,0.009,0.0,0.086,0.049,5.5,0.2,0.8,25.4,0.1,50.3,87.4,0.08,0.3,33.955
chocolate fudge syrup,67,1.7,0.8,0.7,0.086,12.0,6.6,0.9,0.5,0.2,0.084,4.1,0.07,0.015,0.079,0.029,0.077,0.02,0.073,0.046,0.023,0.0,0.5,0.035,9.3,0.076,0.2,9.1,0.013,18.4,54.0,0.044,0.2,24.726
m ms milk chocolate mars,207,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,0.7,0.086,0.097,0.016,0.063,0.08,0.1,0.1,0.015,0.2,0.0,0.2,0.032,44.1,0.1,0.5,18.5,0.1,61.3,109.6,0.064,0.7,86.651
milk chocolate with almonds,216,14.1,7.3,4.9,1.2,21.9,18.0,3.7,2.5,7.8,0.051,0.6,0.049,0.02,0.06,0.093,0.2,0.3,0.2,0.047,0.084,0.0,1.3,0.016,91.8,0.2,0.7,36.9,0.3,108.2,182.0,0.067,0.5,134.811
chocolate fudge,70,1.8,1.1,0.5,0.055,13.0,12.4,0.4,0.3,2.4,0.032,1.7,0.067,0.028,0.062,0.061,0.029,0.054,0.011,0.044,0.0,0.0,0.075,0.068,8.3,0.059,0.3,6.1,0.044,12.1,22.8,0.01,0.2,24.119
m ms peanut chocolate mars,93,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,0.4,0.035,0.064,0.097,0.051,0.062,0.6,0.1,0.061,0.0,0.0,0.5,0.086,18.4,0.057,0.2,12.4,0.1,34.2,62.5,0.099,0.3,36.623
dark chocolate,165,9.7,5.7,2.9,0.3,18.0,13.8,1.5,2.2,2.1,0.013,0.3,0.074,0.0,0.052,0.0,0.077,0.004,0.2,0.084,0.064,0.0,0.0,0.2,0.087,17.1,0.3,2.4,45.6,0.4,64.2,170.4,0.033,31.848
after eight mints nestle,36,1.0,0.7,0.0,0.0,6.7,5.6,0.1,0.2,0.0,0.025,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,9.163
milk chocolate,37,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,0.1,0.049,0.097,0.033,0.01,0.066,0.079,0.087,0.089,0.0,0.0,0.003,0.017,13.2,0.083,0.2,4.4,0.014,14.6,26.0,0.007,0.2,20.464
white chocolate,162,9.6,5.8,2.7,0.3,17.8,17.7,1.8,0.081,6.3,0.009,0.4,0.072,0.072,0.051,0.022,0.091,0.2,0.2,0.042,0.2,0.0,0.3,0.082,59.7,0.01,0.025,3.6,0.1,52.8,85.8,0.073,0.2,89.212
chocolate,208,14.0,8.2,4.6,0.4,24.8,21.1,1.6,2.3,0.0,0.001,0.2,0.0,0.094,0.069,0.0,0.026,0.3,0.019,0.091,0.0,0.0,0.1,0.074,9.8,0.2,1.1,46.3,0.2,60.3,118.9,0.018,0.6,53.6
twix mars,146,7.2,5.5,0.9,0.2,18.8,14.0,1.4,0.3,2.0,0.064,1.2,0.081,0.062,0.048,0.007,0.036,0.073,0.3,0.03,0.099,0.2,0.0,0.2,0.085,30.7,0.042,0.2,7.8,0.071,30.5,53.9,0.065,27.86
kit kat nestle,62,3.3,2.2,0.6,0.097,7.6,6.5,0.7,0.2,1.1,0.022,0.1,0.0,0.0,0.094,0.047,0.0,0.071,0.035,0.065,0.0,0.2,0.0,0.0,0.0,16.6,0.059,0.1,0.2,0.0,13.4,35.3,0.0,11.843
snickers mars,280,13.6,5.2,4.5,1.7,35.1,28.8,4.3,1.3,7.4,0.1,3.2,0.2,0.009,0.015,0.089,0.078,0.092,2.1,0.3,0.077,0.3,0.0,0.9,0.015,53.0,0.2,0.4,41.0,0.2,108.3,184.1,0.0,54.826
milky way mars,264,10.0,7.0,1.3,0.2,41.3,34.6,2.3,0.6,5.2,0.021,3.7,0.1,0.065,0.085,0.079,0.011,0.081,0.0,0.09,0.068,0.4,0.072,0.5,0.038,66.7,0.047,0.3,11.6,0.095,38.9,71.9,0.073,54.438
clif bar,235,4.0,1.0,0.7,1.5,44.5,21.5,10.0,5.0,0.0,0.1,7.5,0.0,0.4,0.076,0.055,0.3,3.0,1.5,0.4,60.0,0.0,0.2,0.089,250.2,0.3,4.5,100.0,1.5,199.9,280.2,0.048,3.0,378.2
gum drops,18,0.042,0.05,0.1,0.012,4.4,3.5,0.0,0.0,0.0,0.008,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,4.418
skittles wild berry mars,249,2.6,2.6,0.0,0.0,56.3,47.1,0.1,0.0,0.0,0.036,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.6
skittles original mars,251,2.7,2.6,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.025,2.4,0.0,0.0,0.0,0.0,0.033,0.037,0.016,0.097,41.4,0.0,0.1,0.036,0.0,0.087,0.0,0.6,0.073,0.6,7.4,0.044,0.03,100.5
skittles tropical mars,251,2.7,0.0,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.095,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.7
fruit leather,52,0.4,0.025,0.2,0.05,12.0,6.9,0.029,0.0,0.0,0.0,1.4,0.0,0.051,0.081,0.0,0.05,0.03,0.078,0.016,16.8,0.0,0.02,0.003,4.5,0.06,0.1,2.8,0.083,4.3,41.2,0.034,0.014,33.811
taffy,60,0.5,0.3,0.1,0.045,13.7,10.3,0.087,0.0,1.4,0.028,0.7,0.096,0.026,0.011,0.0,0.0,0.046,0.018,0.013,0.0,0.0,0.0,0.062,0.034,1.2,0.0,0.016,0.0,0.0,0.2,0.5,0.054,14.358
caramels,39,0.8,0.3,0.2,0.4,7.8,6.6,0.5,0.0,0.7,0.015,0.9,0.021,0.005,0.061,0.03,0.04,0.094,0.092,0.088,0.024,0.0,0.002,0.014,13.9,0.06,0.049,1.7,0.006,11.5,21.6,0.087,0.057,23.208
hard candy,24,0.067,0.0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,0.021,0.05,0.0,0.021,0.0,0.0,0.084,0.039,0.09,0.035,0.0,0.0,0.0,0.0,0.2,0.071,0.038,0.2,0.082,0.2,0.3,0.052,0.059,6.182
jellybeans,4,0.043,0.0,0.0,0.0,1.0,0.8,0.0,0.083,0.0,0.076,0.051,0.0,0.04,0.0,0.0,0.017,0.099,0.098,0.09,0.0,0.0,0.0,0.0,0.08,0.038,0.029,0.055,0.013,0.027,0.4,0.052,0.032,1.216
jellies,56,0.069,0.033,0.059,0.071,14.7,10.8,0.005,0.2,0.0,0.016,6.3,0.0,0.055,0.098,0.0,0.1,0.039,0.045,0.046,0.2,0.0,0.0,0.063,1.5,0.012,0.084,1.3,0.096,1.3,11.3,0.1,0.041,16.779
wheat germ toasted,115,3.2,0.5,0.5,2.0,14.9,2.3,8.7,4.5,0.0,0.06,1.7,0.0,0.5,0.1,0.0,0.2,1.7,0.4,0.3,1.8,0.0,4.8,0.098,13.5,0.2,2.7,96.0,6.0,343.8,284.1,0.047,5.0,49.3
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0.0,0.086,1.0,0.0,0.034,0.046,0.0,0.084,0.7,0.0,0.051,0.0,0.0,0.043,0.0,9.0,0.067,0.4,28.2,0.0,90.6,76.2,0.034,0.5,42.6
barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0.0,0.016,1.2,0.0,0.017,0.002,0.0,0.096,0.6,0.035,0.034,0.0,0.0,0.052,0.061,3.5,0.059,0.3,9.5,0.2,26.5,33.6,0.019,0.3,16.3
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0.0,0.071,4.5,0.0,0.1,0.076,0.0,0.018,2.6,0.5,0.2,0.0,0.0,0.093,0.044,17.5,0.2,1.2,82.0,1.5,150.0,205.0,0.073,1.0,72.6
quinoa cooked,222,3.6,0.4,1.0,2.0,39.4,1.6,8.1,5.2,0.0,0.026,132.5,0.0,0.2,0.084,0.0,0.2,0.8,0.0,0.2,0.0,0.0,1.2,0.0,31.5,0.4,2.8,118.4,1.2,281.2,318.2,0.058,2.0,90.6
buckwheat cooked,155,1.0,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0.0,0.053,127.1,0.0,0.079,0.066,0.0,0.087,1.6,0.6,0.1,0.0,0.0,0.2,0.031,11.8,0.2,1.3,85.7,0.7,117.6,147.8,0.044,1.0,57.8
millet puffed,74,0.7,0.1,0.2,0.4,16.8,0.1,2.7,0.6,0.0,0.076,0.5,0.0,0.072,0.044,0.0,0.099,0.9,0.0,0.08,0.0,0.0,0.1,0.029,1.7,0.1,0.6,22.3,0.0,55.9,8.4,0.084,0.3,23.1
oat bran raw,23,0.5,0.077,0.2,0.2,4.9,0.1,1.3,1.2,0.0,0.036,32.4,0.0,0.5,0.091,0.0,0.06,0.084,0.017,0.0,0.0,5.6,0.044,0.4,18.0,51.6,40.0,0.2,0.0,0.0,0.0,0.0,0.0,65.9
popcorn oil popped,64,4.8,0.8,1.1,2.6,5.0,0.027,0.8,0.9,0.0,0.018,0.1,0.0,0.074,0.052,0.0,0.099,0.1,0.1,0.067,0.086,0.0,0.3,0.08,0.4,0.062,0.2,8.7,0.051,21.9,20.0,0.03,0.3,12.109
raisin bran crunch kelloggs,90,0.5,0.0,0.0,0.0,21.2,9.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6.0,2.2,0.0,0.054,113.9,0.0,0.026,0.087,0.0,0.092,1.5,0.6,0.058,0.0,0.0,0.2,0.046,12.6,0.065,0.6,12.6,0.1,34.5,91.1,0.01,0.4,58.2
multigrain cheerios general mills,4,0.005,0.0,0.08,0.095,1.0,0.2,0.038,0.1,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0.0,0.049,141.5,0.0,0.1,0.022,0.0,0.017,1.8,0.6,0.2,0.0,0.0,0.051,0.093,18.2,0.1,1.7,58.2,1.1,72.8,123.8,0.026,1.0,67.9
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1.0,1.2,0.0,0.016,0.3,0.0,0.031,0.099,0.0,0.092,0.2,0.097,0.057,0.0,0.0,0.097,0.071,0.6,0.02,0.3,11.5,0.092,28.6,26.3,0.0,0.2,9.7
popcorn unpopped,106,1.2,0.2,0.3,0.7,20.9,0.3,3.1,3.6,0.0,0.001,3.0,0.0,0.087,0.001,0.0,0.051,0.5,0.1,0.054,0.0,0.0,0.026,0.0,1.4,0.042,0.9,34.8,0.3,84.6,77.5,0.0,0.8,31.1
whole wheat cooked,150,1.0,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0.0,0.6,202.3,0.0,0.2,0.085,0.0,0.1,2.2,0.4,0.2,0.0,0.0,0.6,0.056,16.9,0.2,1.5,53.2,1.4,167.0,171.8,0.025,1.2,61.3
whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0.0,0.036,2.8,0.0,0.1,0.053,0.0,0.087,1.4,0.3,0.1,0.0,0.0,0.4,0.092,11.2,0.1,0.9,34.2,0.9,106.1,108.9,0.031,0.7,39.6
caramel popcorn,122,3.6,1.0,0.8,1.3,22.4,15.1,1.1,1.5,1.4,0.069,0.8,0.066,0.044,0.079,0.0,0.086,0.6,0.018,0.052,0.0,0.0,0.3,0.094,12.2,0.054,0.5,9.9,0.1,23.5,30.8,0.067,0.2,41.396
millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0.0,0.046,124.3,0.0,0.2,0.088,0.0,0.1,2.3,0.3,0.2,0.0,0.0,0.019,0.021,5.2,0.3,1.1,76.6,0.5,174.0,107.9,0.094,1.6,57.6
barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6.0,0.0,0.064,108.0,0.0,0.1,0.008,0.0,0.037,3.2,0.2,0.2,0.0,0.0,0.098,0.057,17.3,0.2,2.1,34.5,0.4,84.8,146.0,0.073,1.3,73.9
